Crop,Nitrogen (N),Phosphorus (P),Potassium (K),Rainfall,pH,Temperature,Humidity
Cauliflower,76,64,47,625.116615,6.46148,22.989817,34.8198
Cauliflower,70,67,46,585.235105,6.550787,15.329142,56.286201
Cauliflower,79,64,40,656.282132,6.508825,23.29869,31.342597
Cauliflower,79,63,43,552.618834,6.411768,17.546193,34.762144
Cauliflower,70,69,43,688.411045,6.475063,23.502162,73.434627
Cauliflower,70,60,41,758.448778,6.571133,22.80822,42.087236
Cauliflower,72,68,45,754.555073,6.568185,18.753881,64.12745
Cauliflower,70,64,48,780.740455,6.692193,22.701736,46.658187
Cauliflower,73,65,45,636.262095,6.686205,19.734981,49.392029
Cauliflower,73,62,48,651.617623,6.507399,23.325443,52.105439
Cauliflower,75,68,50,540.560216,6.432471,19.434745,39.478758
Cauliflower,72,70,47,774.708119,6.541397,21.510054,30.330896
Cauliflower,73,63,41,742.500427,6.669801,23.575902,58.428146
Cauliflower,70,68,50,550.391787,6.401027,16.350484,64.104192
Cauliflower,78,69,47,602.286264,6.551968,19.895038,46.357005
Cauliflower,74,69,44,584.004521,6.529792,22.269397,35.117252
Cauliflower,71,65,45,580.051679,6.504821,20.564746,36.180727
Cauliflower,75,62,43,686.356531,6.411572,23.802447,78.497167
Cauliflower,71,69,40,518.942863,6.606389,17.332654,32.062272
Cauliflower,80,70,47,550.783552,6.6515,24.643693,67.884207
Cauliflower,76,62,43,780.301783,6.672701,17.533545,73.559004
Cauliflower,70,67,40,681.770916,6.671028,17.214349,54.360871
Cauliflower,79,60,48,518.165617,6.692229,23.599285,36.719744
Cauliflower,76,61,42,590.359509,6.435543,24.619935,61.922657
Cauliflower,80,67,42,569.173932,6.581967,17.773546,43.559006
Cauliflower,71,62,42,504.35239,6.501476,17.568224,54.232405
Cauliflower,75,61,42,750.516473,6.696421,16.767594,43.012326
Cauliflower,77,70,47,758.179696,6.60537,21.484221,31.452832
Cauliflower,79,62,43,529.544524,6.509067,20.820109,77.282715
Cauliflower,76,70,50,695.541546,6.626825,20.455786,40.386791
Cauliflower,77,63,43,663.897907,6.477947,19.172583,74.722415
Cauliflower,74,65,41,633.18407,6.562723,18.114855,62.212346
Cauliflower,79,62,43,700.061809,6.469726,17.090415,58.071371
Cauliflower,78,70,42,711.7093,6.413232,22.01229,72.193754
Cauliflower,79,62,46,594.706771,6.67468,23.009494,61.780471
Cauliflower,74,69,43,548.804915,6.595584,24.421566,45.631592
Cauliflower,79,61,44,799.941692,6.442102,24.462683,51.589839
Cauliflower,78,65,41,521.440011,6.523993,23.46265,36.513847
Cauliflower,80,66,45,624.878431,6.451799,21.595892,39.203868
Cauliflower,79,60,50,678.154009,6.585915,22.551073,72.517172
Cauliflower,74,60,44,765.352998,6.577972,19.856276,69.192607
Cauliflower,72,64,42,658.748433,6.622276,20.094204,38.997732
Cauliflower,70,60,49,588.4139,6.581432,21.969723,46.69607
Cauliflower,77,69,42,590.442604,6.647435,22.966696,55.319332
Cauliflower,70,60,50,571.101139,6.649475,20.28363,54.057751
Cauliflower,80,64,42,677.791257,6.564021,18.908558,71.646583
Cauliflower,73,61,47,592.79386,6.672748,15.126592,41.100833
Cauliflower,71,70,48,537.869766,6.497712,17.273001,48.920966
Cauliflower,71,65,47,632.271852,6.42564,15.511487,35.574275
Cauliflower,71,63,45,509.852827,6.524815,24.473772,67.670691
Cauliflower,80,68,45,678.39576,6.406923,20.296067,53.249252
Cauliflower,74,61,41,669.402547,6.409605,24.634987,73.17652
Cauliflower,74,69,50,692.776252,6.434329,23.100562,63.824896
Cauliflower,73,65,49,716.366878,6.610941,22.099029,74.631432
Cauliflower,78,64,44,520.782084,6.683604,23.376529,31.742757
Cauliflower,75,67,45,504.390168,6.448444,22.873564,73.464127
Cauliflower,71,60,46,613.82024,6.596291,18.297738,60.838753
Cauliflower,76,64,48,678.691845,6.416227,24.454293,66.069487
Cauliflower,77,69,40,729.48791,6.546141,21.488806,30.724385
Cauliflower,75,63,44,604.083263,6.666475,15.459005,51.593227
Cauliflower,80,61,40,628.285488,6.509137,21.839411,57.502149
Cauliflower,76,70,40,770.778926,6.476552,24.939988,36.331846
Cauliflower,80,67,40,570.312126,6.566283,19.917833,71.203846
Cauliflower,80,68,46,563.984979,6.63658,23.191096,77.261635
Cauliflower,74,67,45,718.700929,6.605916,20.197011,67.476481
Cauliflower,76,70,50,789.632699,6.560621,20.303197,32.100306
Cauliflower,73,67,40,503.536475,6.414061,18.688137,33.097742
Cauliflower,77,65,47,548.747207,6.467806,21.62202,55.504756
Cauliflower,71,69,45,667.289788,6.43228,22.284507,33.05285
Cauliflower,70,68,40,507.004894,6.525119,15.659672,39.976108
Cauliflower,76,68,49,539.914697,6.619727,17.93835,54.554081
Cauliflower,78,63,42,635.700662,6.67302,24.375836,62.258856
Cauliflower,71,66,40,681.990886,6.667372,22.440001,56.601544
Cauliflower,80,64,46,509.932701,6.422786,15.721886,79.109865
Cauliflower,72,69,45,718.150853,6.449314,24.67635,32.120598
Cauliflower,76,65,41,615.915783,6.582222,18.258426,33.227675
Cauliflower,71,62,43,697.095295,6.621305,17.447102,31.615245
Cauliflower,77,66,45,709.788331,6.646564,21.779161,69.740244
Cauliflower,78,70,41,764.02758,6.5761,21.447765,33.458451
Cauliflower,74,63,40,653.466703,6.401803,15.312005,77.351198
Cauliflower,70,68,44,563.409215,6.655916,18.181772,51.276238
Cauliflower,78,63,47,672.792372,6.492623,20.945072,53.916341
Cauliflower,77,69,43,783.738347,6.599919,19.579136,44.285507
Cauliflower,71,68,44,788.92379,6.582843,18.750351,58.676612
Cauliflower,74,64,43,501.229245,6.684734,19.085651,38.392853
Cauliflower,77,67,47,548.104715,6.669379,17.732715,77.256576
Cauliflower,71,67,44,650.534202,6.472365,22.907817,65.318925
Cauliflower,76,60,40,712.917684,6.690487,18.800344,49.04857
Cauliflower,79,65,47,666.605333,6.6089,22.577827,68.067711
Cauliflower,72,60,43,573.959394,6.402014,16.343309,38.895721
Cauliflower,72,70,48,658.229499,6.540434,16.139191,60.850565
Cauliflower,72,62,44,720.045932,6.545226,24.819584,67.36899
Cauliflower,79,66,40,653.303848,6.516477,19.378112,35.255664
Cauliflower,77,67,45,757.53332,6.664846,22.718658,50.686752
Cauliflower,76,63,47,571.421944,6.69656,17.471311,71.037951
Cauliflower,72,69,40,704.620652,6.584331,17.446626,49.390241
Cauliflower,70,64,43,702.344582,6.494871,17.661135,66.281328
Cauliflower,71,61,40,511.991189,6.58445,19.59576,52.594224
Cauliflower,79,70,46,705.128104,6.693259,21.87283,65.910296
Cauliflower,78,61,42,640.288073,6.54453,24.311897,36.136587
Cauliflower,75,69,49,654.218676,6.494869,17.64213,73.003586
Cauliflower,75,70,43,785.575562,6.560625,19.972804,69.823033
Cauliflower,78,66,41,653.197842,6.588612,18.271292,64.625054
Cauliflower,80,61,48,588.335191,6.426554,23.120452,39.097919
Cauliflower,73,60,49,565.048527,6.695199,21.503508,43.22936
Cauliflower,77,68,42,617.568934,6.664043,24.680789,39.488153
Cauliflower,75,65,40,724.075616,6.56118,22.300491,68.748127
Cauliflower,74,67,47,707.881246,6.479979,20.066798,61.555243
Cauliflower,73,65,48,694.663895,6.691202,18.781414,53.661699
Cauliflower,72,62,50,527.834557,6.59472,23.18559,78.358694
Cauliflower,72,60,42,656.486513,6.535775,21.897748,65.358787
Cauliflower,77,63,47,535.646051,6.668283,21.999777,31.606968
Cauliflower,76,65,43,557.179771,6.625855,19.107111,38.79171
Cauliflower,77,62,40,778.043134,6.650502,15.70257,36.27577
Cauliflower,78,63,48,542.243222,6.43434,18.726056,37.007575
Cauliflower,74,64,46,771.339649,6.491973,18.042917,50.09373
Cauliflower,78,60,50,714.270564,6.475586,17.262516,55.203714
Cauliflower,73,69,43,603.115994,6.607018,15.734809,31.093865
Cauliflower,70,68,41,575.314511,6.410169,24.27046,51.040215
Cauliflower,74,61,41,691.044055,6.471078,24.214823,36.459152
Cauliflower,78,65,44,513.80509,6.602365,18.380943,52.380492
Cauliflower,74,64,48,789.718897,6.579152,19.232514,45.811166
Cauliflower,73,69,43,704.653758,6.608983,19.674111,71.577791
Cauliflower,77,63,45,765.028686,6.547488,18.101029,64.183232
Cauliflower,76,64,42,754.942252,6.544366,22.359762,48.815589
Cauliflower,78,66,41,795.008422,6.548311,24.089818,42.798761
Cauliflower,76,62,41,789.116301,6.439082,24.231447,77.346696
Cauliflower,73,66,42,600.870754,6.671993,24.749091,46.403954
Cauliflower,76,69,47,748.796376,6.461976,18.948985,30.424516
Cauliflower,73,67,44,667.223423,6.647969,23.969477,77.481629
Cauliflower,74,63,46,545.822553,6.518166,17.813835,36.692659
Cauliflower,75,65,48,574.098323,6.527062,21.666263,44.266933
Cauliflower,72,65,50,705.921329,6.534781,16.156298,41.984528
Cauliflower,71,70,48,625.589552,6.456291,18.77592,61.536333
Cauliflower,70,67,40,721.297931,6.637664,16.960247,73.240827
Cauliflower,70,64,49,763.536492,6.671469,15.250928,76.293205
Cauliflower,80,70,42,626.760334,6.631621,15.251028,69.451137
Cauliflower,71,70,48,687.530879,6.557516,20.351486,68.819953
Cauliflower,79,65,46,798.5027,6.455814,19.948997,62.292189
Cauliflower,71,64,45,586.439932,6.428023,20.36318,50.946148
Cauliflower,80,64,44,790.901887,6.497586,21.8356,75.089175
Cauliflower,71,60,41,701.823568,6.455265,20.156476,54.940478
Cauliflower,75,64,48,594.597642,6.624499,17.535519,43.566946
Cauliflower,70,69,41,703.494681,6.512117,24.56771,57.305847
Cauliflower,78,68,46,565.227599,6.505931,20.250578,40.766757
Cauliflower,77,64,40,536.033127,6.605581,16.601245,34.007633
Cauliflower,74,63,47,539.805864,6.527187,19.176622,56.067455
Cauliflower,78,63,46,632.984806,6.68054,20.616855,67.756499
Cauliflower,72,64,47,762.068377,6.524083,18.847514,51.71627
Cauliflower,70,69,46,695.03432,6.408743,16.198069,63.769116
Cauliflower,73,64,43,608.91069,6.651714,23.060572,56.979089
Cauliflower,74,61,49,784.262516,6.681295,22.271096,40.733245
Cauliflower,71,66,44,718.092912,6.446868,22.988159,60.683998
Cauliflower,79,64,47,700.878897,6.437323,24.378089,74.547946
Cauliflower,73,67,46,711.178541,6.434717,16.327055,63.111073
Cauliflower,75,65,49,598.196072,6.464604,17.732404,32.222882
Cauliflower,72,65,42,683.143094,6.49798,21.612708,38.360232
Cauliflower,79,62,43,536.001045,6.481421,24.264078,71.330111
Cauliflower,76,64,40,698.59309,6.406922,16.864607,63.79584
Cauliflower,78,67,47,794.342925,6.665168,19.280869,53.764825
Cauliflower,76,62,48,570.763425,6.496372,18.469074,31.130247
Cauliflower,78,63,50,796.21144,6.471959,17.575705,58.635325
Cauliflower,74,69,47,744.436769,6.655485,17.542821,71.305239
Cauliflower,77,61,42,728.888555,6.504277,23.470012,67.138795
Cauliflower,74,66,41,591.790385,6.656786,20.42712,48.174745
Cauliflower,70,69,44,760.851597,6.498272,15.224913,68.895589
Cauliflower,70,68,43,562.392263,6.606821,19.164257,54.199288
Cauliflower,71,68,43,652.149155,6.457143,22.05697,34.464445
Cauliflower,70,65,50,519.218228,6.447303,19.048508,70.635373
Cauliflower,74,62,41,585.190044,6.608157,23.215213,65.737359
Cauliflower,79,60,47,579.042898,6.548172,24.577886,37.998215
Cauliflower,72,61,46,744.886564,6.443741,24.20294,56.680419
Cauliflower,72,69,42,502.738887,6.65923,22.311585,39.725408
Cauliflower,77,65,47,793.894978,6.530507,18.058702,37.310884
Cauliflower,72,68,42,579.680874,6.687139,19.46164,65.326722
Cauliflower,75,60,50,646.213824,6.420517,16.770204,51.931647
Cauliflower,79,67,49,787.883399,6.690927,17.33251,72.206603
Cauliflower,71,70,48,786.027623,6.583953,21.132231,64.779745
Cauliflower,78,65,42,787.136521,6.459467,23.386512,63.272951
Cauliflower,75,64,48,541.09128,6.540034,20.136249,58.176332
Cauliflower,71,65,47,524.561776,6.541618,19.018006,48.132957
Cauliflower,78,67,44,523.069473,6.674211,17.487236,36.652392
Cauliflower,80,67,47,663.843588,6.408759,15.020059,75.429965
Cauliflower,70,60,47,574.7829,6.552343,19.223839,76.048414
Cauliflower,78,63,49,691.787141,6.643208,23.528468,32.35464
Cauliflower,71,60,49,658.610915,6.580502,24.113745,79.499332
Cauliflower,78,62,44,563.992208,6.623541,17.67394,34.438691
Chilli,117,20,79,793.369418,6.658903,30.560019,50.157854
Chilli,118,20,70,677.918015,6.574411,26.093711,62.187589
Chilli,110,16,78,721.5055,6.476053,30.093753,58.590981
Chilli,119,14,73,734.701256,6.580529,29.054166,60.597062
Chilli,115,15,72,773.175816,6.481573,33.191553,61.868975
Chilli,112,13,75,667.600675,6.419508,28.460349,57.515924
Chilli,116,18,71,712.514983,6.643825,34.895803,50.044237
Chilli,115,16,71,723.062606,6.607075,33.356038,62.229741
Chilli,119,10,77,737.262537,6.679731,29.925496,56.148223
Chilli,111,17,72,672.675214,6.417716,25.2349,68.3004
Chilli,113,18,73,630.164783,6.686832,29.8419,62.379617
Chilli,119,11,72,707.666339,6.666663,34.354404,66.193184
Chilli,120,20,72,639.602642,6.54496,27.071027,63.685507
Chilli,115,15,71,749.906876,6.508918,30.01026,55.275793
Chilli,118,17,76,611.269903,6.566495,27.495687,69.626449
Chilli,119,13,70,616.836567,6.573762,31.551152,52.913421
Chilli,110,20,76,656.018925,6.447028,29.876343,54.545925
Chilli,116,17,72,739.741944,6.689911,34.751087,50.826368
Chilli,116,14,75,626.459045,6.452379,31.465594,61.512898
Chilli,119,12,73,798.891226,6.584584,28.063776,60.064568
Chilli,112,12,78,622.632861,6.539725,33.675227,57.568783
Chilli,116,12,80,766.040748,6.592624,31.188726,60.573855
Chilli,112,13,76,695.625343,6.571477,25.832387,58.677116
Chilli,118,15,75,623.14116,6.640965,34.84,52.740843
Chilli,115,16,73,658.273075,6.627614,31.48597,67.619954
Chilli,115,13,73,672.266206,6.699369,31.881287,50.22166
Chilli,114,18,71,687.162995,6.66111,31.648649,68.272847
Chilli,117,20,71,793.082186,6.628887,27.356521,61.309411
Chilli,113,19,71,769.317678,6.659251,34.381696,51.369302
Chilli,111,15,75,767.169862,6.470204,29.342304,60.792122
Chilli,113,12,80,766.232545,6.44318,28.616176,66.170726
Chilli,117,16,73,784.076783,6.478462,29.749343,55.106401
Chilli,117,11,73,657.348821,6.618173,33.297529,60.886856
Chilli,114,18,74,601.04421,6.558585,30.001622,56.23897
Chilli,120,11,78,627.887451,6.570891,31.211141,60.408061
Chilli,114,18,78,679.048272,6.462208,26.23445,66.400518
Chilli,112,12,73,692.670231,6.45977,34.705285,54.605784
Chilli,118,18,74,793.5625,6.409838,30.333094,64.057551
Chilli,114,10,80,627.417238,6.619393,28.458238,62.317529
Chilli,110,18,79,793.735448,6.673475,30.982527,61.313979
Chilli,116,17,74,634.090947,6.578861,26.01365,66.227322
Chilli,118,16,72,713.540096,6.674471,34.892593,64.460074
Chilli,112,14,70,629.525931,6.486698,27.095687,63.961217
Chilli,117,20,77,671.585727,6.696222,30.416645,67.329638
Chilli,117,10,79,688.830588,6.612695,25.723776,62.092106
Chilli,118,19,72,786.844675,6.614461,26.031063,68.862772
Chilli,111,15,74,740.255922,6.646442,26.136403,50.369714
Chilli,114,13,72,668.492405,6.419519,30.037865,69.147452
Chilli,114,18,71,794.473105,6.693442,26.072585,52.916692
Chilli,113,18,79,638.687288,6.618124,32.405004,63.473366
Chilli,115,17,78,769.906694,6.52854,32.915441,57.89497
Chilli,119,18,76,604.980962,6.568993,29.14966,58.391133
Chilli,117,13,74,764.252104,6.516215,28.775611,54.609229
Chilli,117,11,79,638.581614,6.660742,30.887415,50.138775
Chilli,116,10,71,663.622063,6.684981,33.995766,68.593093
Chilli,117,17,71,661.658628,6.635164,27.404225,59.947761
Chilli,112,17,77,714.175861,6.418515,30.743441,55.254455
Chilli,114,18,72,798.797786,6.529821,32.962056,65.764644
Chilli,120,19,80,652.425849,6.557448,31.023821,61.250672
Chilli,113,19,80,660.054444,6.691108,27.977051,57.828274
Chilli,115,16,75,665.928447,6.534312,26.486219,65.021871
Chilli,110,18,74,623.317279,6.46312,25.940717,54.836914
Chilli,117,13,79,718.41341,6.492638,32.143987,58.371013
Chilli,116,10,72,789.64771,6.580917,33.627571,52.537598
Chilli,110,19,80,691.815681,6.652196,34.223135,64.922675
Chilli,119,13,77,630.496281,6.653996,31.212633,61.736711
Chilli,116,18,78,663.196905,6.522813,27.896966,57.933872
Chilli,112,18,79,638.8262,6.595981,26.327393,67.607745
Chilli,118,15,71,758.463435,6.418567,31.847177,58.149115
Chilli,118,10,74,701.02819,6.623999,34.555709,53.527963
Chilli,120,13,74,797.379736,6.409163,27.226176,64.937822
Chilli,117,14,79,612.529449,6.641852,33.934659,51.400927
Chilli,118,16,75,604.547129,6.608534,27.442784,56.4517
Chilli,111,13,70,601.68203,6.624011,28.363824,55.998516
Chilli,111,14,71,744.499862,6.66949,29.734601,50.257518
Chilli,113,14,74,639.877786,6.672847,33.251779,65.200449
Chilli,113,14,77,650.959426,6.493741,26.550971,58.251303
Chilli,117,17,78,721.410687,6.636275,30.824209,50.225161
Chilli,115,20,70,625.877236,6.576593,34.591843,65.349961
Chilli,113,17,75,638.428636,6.658548,26.832736,53.586883
Chilli,113,15,72,794.336417,6.549558,34.199748,52.24088
Chilli,116,12,70,781.132281,6.515186,29.025932,62.056433
Chilli,113,11,70,666.451695,6.691146,34.267497,63.754986
Chilli,117,10,80,765.037619,6.402386,32.754258,69.712036
Chilli,119,12,72,671.835762,6.519618,28.920669,53.467612
Chilli,112,13,79,625.808652,6.618117,25.930379,68.07953
Chilli,120,10,73,640.44539,6.516147,27.744009,53.554088
Chilli,117,15,74,646.399004,6.446771,25.588568,50.120725
Chilli,115,11,73,758.39299,6.503815,27.79036,58.250735
Chilli,115,14,72,759.745155,6.488436,26.54837,57.366722
Chilli,110,20,70,743.425825,6.566405,30.186108,62.980478
Chilli,114,20,74,675.849878,6.555769,30.924076,55.308278
Chilli,113,17,72,788.862983,6.552507,26.84743,51.296975
Chilli,117,17,71,687.449619,6.558886,25.731161,51.552586
Chilli,117,20,78,614.794901,6.430209,28.101143,65.538093
Chilli,117,12,79,617.206901,6.416198,34.828605,67.543592
Chilli,117,17,77,702.244973,6.5317,31.994064,57.516549
Chilli,119,11,70,679.099949,6.509393,25.622123,55.244061
Chilli,110,17,78,620.71316,6.593204,27.963711,67.558003
Chilli,117,18,79,607.568194,6.462593,25.098212,66.459989
Chilli,118,15,72,604.996976,6.629166,29.532518,50.363076
Chilli,114,11,72,633.471628,6.513745,33.873242,50.741904
Chilli,116,10,80,669.340283,6.667968,30.186094,51.662841
Chilli,119,19,74,619.38223,6.547204,33.831898,60.931757
Chilli,113,13,70,773.858541,6.451456,28.359847,69.460518
Chilli,116,10,74,724.750932,6.59904,25.222883,68.595694
Chilli,114,18,74,760.292543,6.578885,26.489185,57.32594
Chilli,118,20,77,652.792458,6.662141,26.297615,63.486205
Chilli,112,10,79,767.218735,6.462624,29.283562,54.317611
Chilli,114,19,80,781.127659,6.650135,33.170252,59.513236
Chilli,110,20,74,628.929542,6.50033,33.446618,54.536781
Chilli,112,17,72,752.921866,6.468301,34.092985,63.745607
Chilli,116,13,76,774.45064,6.663159,33.296755,51.594533
Chilli,119,14,78,754.679861,6.457689,29.145136,63.845529
Chilli,114,13,72,636.166516,6.635019,25.663276,63.784297
Chilli,119,15,77,761.893709,6.694518,29.87902,60.218768
Chilli,119,14,76,677.212219,6.466881,30.483104,64.524571
Chilli,110,20,75,685.420234,6.572828,29.462566,57.660087
Chilli,115,16,72,793.491097,6.493807,33.82802,66.688062
Chilli,117,19,75,626.716026,6.464559,26.763407,58.180927
Chilli,119,20,75,718.16504,6.481731,28.105335,51.893322
Chilli,113,11,79,686.592418,6.460541,26.397636,66.250395
Chilli,117,17,76,697.139974,6.497177,34.775864,57.595501
Chilli,113,15,74,706.612568,6.549793,27.560295,56.187406
Chilli,114,20,73,639.312693,6.505066,34.890104,57.005002
Chilli,110,16,71,670.117456,6.52088,33.790481,62.889866
Chilli,120,20,72,729.05056,6.673281,29.482912,66.948153
Chilli,114,13,74,680.538776,6.459105,31.154953,65.65016
Chilli,119,18,76,715.999417,6.661337,33.189791,57.355475
Chilli,120,12,76,781.761712,6.56029,26.918947,60.478115
Chilli,111,19,80,678.159463,6.406644,26.304575,54.618767
Chilli,110,18,73,776.807245,6.687353,31.693085,69.016892
Chilli,112,14,79,760.233042,6.415004,27.266553,64.010245
Chilli,113,19,70,778.229094,6.528483,27.417983,54.145213
Chilli,116,13,74,793.471722,6.584336,30.928194,60.200534
Chilli,113,11,73,762.406078,6.536137,27.182823,52.355571
Chilli,120,11,75,667.087693,6.438997,26.801868,58.262946
Chilli,119,10,72,774.50889,6.591819,33.644024,57.379111
Chilli,113,18,71,629.359914,6.567496,31.376349,65.150815
Chilli,120,19,74,750.073476,6.635962,29.80434,57.374292
Chilli,117,19,77,782.625004,6.455583,31.231141,54.440724
Chilli,119,10,78,779.086323,6.65637,29.447463,66.59461
Chilli,117,16,74,781.078575,6.416753,26.607008,65.006599
Chilli,110,20,71,729.013098,6.524801,31.848939,61.702889
Chilli,116,15,71,726.832229,6.416466,30.592178,52.873222
Chilli,118,10,75,743.341508,6.406485,25.01003,68.477734
Chilli,115,15,73,612.326566,6.668518,29.441541,54.932893
Chilli,120,17,78,605.607415,6.54856,33.184803,57.40725
Chilli,117,13,80,749.417341,6.523471,25.548188,68.270871
Chilli,114,10,80,647.672212,6.674123,32.343603,55.385522
Chilli,116,11,78,689.504555,6.418628,30.253576,52.589778
Chilli,112,16,77,726.165953,6.6047,34.673817,63.760648
Chilli,115,14,79,737.704393,6.578444,25.187269,55.453119
Chilli,118,20,74,677.980168,6.453469,28.712853,56.43781
Chilli,114,10,73,743.534936,6.405526,31.265117,60.823969
Chilli,114,14,78,672.327531,6.512063,28.817932,64.999334
Chilli,112,18,78,615.337656,6.617112,28.717629,60.153709
Chilli,113,15,72,771.849689,6.407974,28.282066,56.46644
Chilli,118,11,70,683.24444,6.585404,26.643097,65.066055
Chilli,119,14,75,628.761055,6.571681,26.253125,51.270202
Chilli,119,12,80,617.121112,6.503431,33.435066,53.904417
Chilli,116,12,75,671.662637,6.514255,28.287481,65.317306
Chilli,112,15,75,613.43157,6.577464,25.342627,54.635806
Chilli,117,13,72,700.684301,6.567495,29.588896,52.910684
Chilli,110,17,77,636.930572,6.639156,31.954429,61.632076
Chilli,113,19,77,664.898224,6.506364,31.865057,51.141639
Chilli,117,17,79,721.094804,6.522464,34.101098,59.044256
Chilli,110,14,70,671.863506,6.460197,33.494218,55.003424
Chilli,117,12,75,627.498896,6.457743,28.597473,61.453681
Chilli,110,19,71,690.801602,6.447996,34.784367,63.492608
Chilli,112,13,79,715.299745,6.625351,29.372148,68.380172
Chilli,118,12,72,683.972382,6.49906,33.761505,62.090128
Chilli,113,10,74,609.797464,6.527755,25.236648,67.217313
Chilli,120,17,77,765.814377,6.40163,29.890446,57.906144
Chilli,116,17,75,668.350751,6.407787,30.313938,69.515946
Chilli,119,10,72,788.224419,6.595173,26.080113,69.909044
Chilli,120,20,70,742.776456,6.591512,31.677139,61.647709
Chilli,115,10,71,637.696427,6.603767,32.238431,64.482598
Chilli,112,13,73,730.935422,6.408961,34.067501,59.543226
Chilli,118,18,79,651.332052,6.566493,27.069022,63.838319
Chilli,112,15,74,621.330093,6.567091,33.808251,54.016101
Chilli,110,18,78,758.450688,6.403942,28.152033,59.331319
Chilli,111,20,78,782.894628,6.518565,26.766424,68.717033
Chilli,120,14,80,620.690781,6.504402,33.191147,50.614991
Chilli,110,11,73,782.098618,6.569354,30.931608,68.027917
Chilli,113,15,75,654.161087,6.603108,29.244572,58.120794
Chilli,117,17,72,710.378135,6.628896,25.768954,51.997306
Chilli,111,11,80,721.268524,6.508547,34.685181,68.826006
Chilli,112,10,78,604.914845,6.452275,31.150866,67.742712
Chilli,118,10,73,668.324189,6.466913,29.829133,60.523103
Chilli,116,13,77,633.783936,6.606539,31.523387,57.227937
Chilli,112,10,78,614.631782,6.627001,34.338079,65.629647
Chilli,116,17,80,746.028302,6.603307,28.877074,69.804871
Chilli,111,11,71,740.672835,6.626622,30.58233,56.600533
Chilli,111,15,74,647.61939,6.626558,27.878099,63.221898
Chilli,116,11,74,776.533564,6.682651,30.342769,68.130721
Chilli,115,15,77,757.968486,6.453205,25.974313,66.284565
Chilli,119,10,70,726.066908,6.568323,28.17917,55.861796
Chilli,112,11,71,673.522401,6.6385,31.72167,66.306202
Chilli,120,17,70,758.247049,6.44256,26.618732,62.542724
Coriander leaves,15,14,18,536.300119,6.540091,21.376017,58.889152
Coriander leaves,12,13,17,403.052299,6.536046,23.841378,69.037984
Coriander leaves,6,11,19,566.071049,6.408617,23.800591,48.805228
Coriander leaves,8,13,11,588.267612,6.315647,15.24563,47.982895
Coriander leaves,6,14,12,583.240265,6.575312,23.474571,40.102451
Coriander leaves,6,16,11,432.073983,6.467897,22.904868,56.674878
Coriander leaves,7,10,17,481.153754,6.467843,16.944378,60.82698
Coriander leaves,5,11,12,590.909968,6.571133,17.948074,48.370441
Coriander leaves,13,18,17,526.056532,6.571551,22.270496,46.934081
Coriander leaves,9,10,18,523.2707,6.493562,21.39594,42.31641
Coriander leaves,12,14,10,581.85248,6.588069,17.857598,54.632132
Coriander leaves,5,19,10,550.653504,6.31775,22.663125,41.294099
Coriander leaves,11,17,13,403.179497,6.555479,15.63651,44.238445
Coriander leaves,10,11,20,431.254187,6.336885,16.224832,45.709688
Coriander leaves,13,19,15,529.591901,6.311619,23.513482,60.149548
Coriander leaves,13,18,17,523.781085,6.45881,16.497641,42.891799
Coriander leaves,8,18,15,426.89187,6.455702,19.482743,46.315261
Coriander leaves,10,12,13,509.210987,6.507148,22.736036,56.248092
Coriander leaves,9,17,16,463.165406,6.333578,19.12472,53.239173
Coriander leaves,9,12,14,520.289768,6.306009,24.525427,67.547456
Coriander leaves,6,15,20,449.788258,6.309642,16.708469,55.652806
Coriander leaves,10,19,19,503.66719,6.54707,15.321051,64.218352
Coriander leaves,9,14,19,554.558387,6.315885,24.205286,51.909891
Coriander leaves,12,14,10,428.027928,6.567943,19.64393,51.147091
Coriander leaves,13,10,14,580.466778,6.33225,18.993207,68.306177
Coriander leaves,14,13,19,575.279681,6.368993,20.204828,40.035029
Coriander leaves,5,20,17,438.860805,6.358249,15.071739,61.958179
Coriander leaves,12,20,13,506.543326,6.4394,20.117366,66.657677
Coriander leaves,14,19,20,431.497637,6.442069,19.189339,64.745395
Coriander leaves,7,13,16,482.909203,6.568149,18.61129,64.118008
Coriander leaves,6,19,16,550.336686,6.370736,19.834754,52.082425
Coriander leaves,13,20,10,556.890262,6.308469,23.626395,52.271448
Coriander leaves,15,13,20,506.490379,6.373572,23.945089,40.001977
Coriander leaves,11,10,11,455.427768,6.328433,24.469484,60.136073
Coriander leaves,10,14,14,477.101414,6.45033,22.718125,55.13427
Coriander leaves,10,11,13,420.600582,6.354418,15.672933,40.208566
Coriander leaves,6,14,15,557.490171,6.583448,15.441359,46.510066
Coriander leaves,15,13,18,409.236277,6.383325,17.69532,65.744773
Coriander leaves,9,11,18,500.97804,6.439285,24.026107,45.844451
Coriander leaves,15,13,12,429.089337,6.38179,16.481226,43.483638
Coriander leaves,14,11,10,451.75312,6.382808,19.652733,54.761883
Coriander leaves,8,12,14,563.62098,6.496491,19.044311,50.308809
Coriander leaves,7,15,17,448.16569,6.48064,24.696034,49.521111
Coriander leaves,12,17,10,429.253137,6.362648,20.074396,49.433012
Coriander leaves,13,12,15,518.812597,6.395355,20.472581,68.602485
Coriander leaves,15,15,17,551.672995,6.377057,18.746596,63.71163
